City,Country,Date,AQI,PM2.5,PM10,CO,NO2,O3,SO2,Temperature,Humidity,Wind_Speed
Stockholm,Sweden,2019-10-01,80.2,53.4,70.3,1.11,10.2,77.0,4.1,-4.6,37.0,4.5
Los Angeles,USA,2022-12-26,53.7,26.1,48.9,2.11,6.9,67.7,2.7,4.2,67.6,2.0
Beijing,China,2017-12-02,176.7,91.5,144.4,4.87,41.5,22.2,12.7,22.7,73.5,6.0
Lima,Peru,2016-12-09,79.4,45.2,82.5,3.98,11.4,49.0,7.5,37.4,28.4,14.2
Tehran,Iran,2023-08-30,157.2,76.5,146.0,0.54,25.8,65.2,20.9,2.5,90.6,1.3
Jakarta,Indonesia,2020-09-06,131.7,72.1,133.2,0.76,23.6,50.9,16.8,10.1,93.5,11.2
Bangkok,Thailand,2019-10-19,102.9,51.4,89.9,3.46,24.3,55.2,9.3,31.7,39.4,9.6
Chengdu,China,2017-12-05,166.3,109.2,214.8,0.9,,73.0,22.8,3.8,56.1,3.7
Istanbul,Turkey,2021-10-28,122.1,49.0,71.1,2.22,17.6,78.4,9.1,11.3,33.1,13.9
Buenos Aires,Argentina,2023-10-11,38.7,22.3,44.2,4.88,11.5,43.2,5.5,15.0,58.3,8.0
Tehran,Iran,2015-10-26,115.3,75.1,146.1,3.11,31.9,25.1,8.4,9.3,78.0,7.5
Paris,France,2016-01-04,55.9,25.0,,4.73,,63.7,6.7,37.2,,2.7
Ho Chi Minh City,Vietnam,2017-03-25,158.1,108.3,156.9,1.36,21.9,49.1,20.5,12.2,27.5,11.2
Chengdu,China,2022-02-12,176.3,95.4,172.9,1.04,32.3,32.7,14.9,16.6,33.1,12.1
Tokyo,Japan,2017-11-14,59.3,39.7,70.3,1.13,13.5,21.4,7.7,38.8,70.8,13.9
Tehran,Iran,2015-01-27,87.7,38.0,70.7,2.63,17.4,60.1,5.9,31.5,47.4,1.7
Mumbai,India,2015-03-09,127.0,,88.6,2.76,23.2,57.4,16.1,29.6,74.2,2.0
Bangkok,Thailand,2017-05-05,115.6,69.9,101.9,1.83,33.7,70.8,7.7,19.5,,6.9
Stockholm,Sweden,2022-05-08,62.0,36.8,72.7,4.41,17.0,62.2,3.2,14.8,58.3,12.7
Seoul,South Korea,2017-01-02,61.8,37.7,55.8,1.75,13.1,62.0,4.7,,92.2,7.7
Stockholm,Sweden,2023-04-09,68.6,32.2,49.9,2.79,19.8,35.6,5.0,38.2,65.4,11.2
Buenos Aires,Argentina,2019-08-23,64.1,28.3,49.2,4.78,7.1,36.4,9.6,-4.8,30.5,1.7
Tokyo,Japan,2016-09-01,34.7,21.7,40.0,3.94,9.3,66.4,3.4,28.5,64.8,5.8
Lahore,Pakistan,2022-11-04,153.3,62.4,95.0,2.2,20.7,71.3,8.2,16.8,24.2,8.3
Lahore,Pakistan,2024-01-11,184.8,,208.8,4.27,38.6,69.3,22.5,30.1,65.1,10.9
Mexico City,Mexico,2022-12-19,105.2,,82.7,1.54,30.7,36.3,6.3,34.6,51.1,5.7
London,UK,2018-01-31,21.0,12.5,20.9,1.84,3.3,54.8,2.1,7.4,33.8,12.4
Beijing,China,2017-06-25,151.3,63.6,112.5,3.14,45.1,33.9,13.5,15.8,84.6,6.5
Tehran,Iran,2023-05-06,160.3,71.7,113.8,1.03,46.5,30.7,14.7,-1.3,89.1,9.5
Chengdu,China,2022-06-18,204.2,101.9,183.2,1.08,45.0,43.9,20.6,20.6,24.5,13.9
Istanbul,Turkey,2020-10-14,51.3,31.4,45.8,3.67,13.0,22.9,6.1,35.4,36.2,2.2
Wuhan,China,2020-12-08,190.5,102.0,162.1,3.66,22.0,23.4,19.1,-1.0,90.4,10.0
Johannesburg,South Africa,2015-09-04,91.4,42.8,70.5,0.93,12.8,54.1,7.1,36.3,94.6,0.6
Lima,Peru,2023-10-15,80.6,37.8,74.6,4.42,17.7,30.6,10.3,18.4,65.9,10.9
Toronto,Canada,2023-03-17,10.9,4.4,6.8,2.24,1.9,69.9,0.9,13.7,24.6,10.9
Beijing,China,2017-09-12,174.3,121.1,192.3,1.84,18.7,67.2,13.3,29.6,41.2,0.9
Ho Chi Minh City,Vietnam,2021-03-03,86.4,58.1,84.0,1.02,11.8,61.4,7.5,6.5,45.3,5.0
Istanbul,Turkey,2018-12-07,75.9,52.4,68.1,0.66,19.8,64.3,5.9,21.8,59.9,8.1
Lahore,Pakistan,2019-07-26,220.7,154.1,306.7,4.91,46.3,39.1,23.4,23.0,43.4,9.7
Mumbai,India,2019-12-07,165.6,108.4,168.8,3.53,18.1,45.8,11.0,37.2,79.4,2.5
Stockholm,Sweden,2021-01-27,5.0,2.7,3.6,3.1,0.7,30.6,0.5,11.0,74.8,9.1
Istanbul,Turkey,2023-04-06,125.0,80.5,143.0,3.0,28.3,32.8,13.7,17.2,48.8,13.4
Toronto,Canada,2017-06-04,45.3,19.2,38.1,1.38,6.5,76.6,4.3,31.2,41.6,13.2
Karachi,Pakistan,2022-04-23,226.2,155.9,252.1,,55.3,43.2,33.1,-3.2,50.3,10.9
Delhi,India,2024-12-20,185.3,88.6,140.7,4.44,38.8,40.1,21.7,22.5,62.0,6.2
Bangkok,Thailand,2021-09-02,63.1,33.3,48.8,1.47,16.2,48.8,3.8,-2.9,36.9,7.6
Johannesburg,South Africa,2017-09-14,145.6,64.5,103.5,,15.7,71.8,16.9,30.1,33.6,5.2
Nairobi,Kenya,2021-08-12,93.7,53.0,74.7,2.53,24.8,50.6,6.6,13.6,76.6,2.5
Buenos Aires,Argentina,2024-07-07,127.2,61.9,92.9,2.67,12.9,68.6,18.3,15.1,60.2,12.2
Bangkok,Thailand,2020-04-24,70.0,42.7,79.2,0.61,19.3,42.5,9.9,35.5,79.3,12.5
Johannesburg,South Africa,2022-08-16,89.4,45.6,66.9,1.97,19.0,71.8,9.4,,30.2,14.1
Lahore,Pakistan,2021-05-16,170.4,112.5,198.2,3.73,38.8,37.3,14.2,20.1,85.6,7.1
Buenos Aires,Argentina,2017-08-21,99.4,50.8,66.7,3.32,21.2,78.7,10.0,19.1,41.2,1.9
Beijing,China,2021-02-03,169.0,88.1,157.9,1.53,25.4,79.7,22.8,,52.5,8.7
Karachi,Pakistan,2022-08-23,177.5,122.1,168.0,4.14,52.4,62.3,26.0,-4.1,,7.4
Los Angeles,USA,2019-11-30,60.7,34.5,49.1,0.87,14.5,40.4,9.1,35.2,62.4,9.8
Los Angeles,USA,2018-01-27,42.1,28.2,45.6,2.75,11.6,20.4,4.2,23.2,31.9,1.5
Mumbai,India,2018-10-15,121.0,80.4,121.5,2.73,16.6,20.7,11.2,18.7,77.4,7.0
Tokyo,Japan,2021-05-25,76.5,44.5,69.7,1.4,21.6,52.2,5.4,25.2,80.2,11.5
Karachi,Pakistan,2023-09-07,185.5,95.5,151.8,4.34,45.5,32.6,12.5,32.0,91.5,3.2
Wuhan,China,2024-12-06,129.1,68.3,132.1,3.83,36.3,58.7,8.5,-2.3,67.0,1.3
Beijing,China,2019-08-04,149.8,86.7,168.1,4.7,44.4,65.8,21.3,30.6,88.3,2.0
Lima,Peru,2020-05-08,33.7,15.9,26.9,2.73,7.2,62.1,3.5,26.0,60.1,0.7
Beijing,China,2023-03-29,147.9,88.4,158.0,3.94,23.9,26.9,17.5,0.4,54.7,3.8
Delhi,India,2020-03-23,239.0,129.4,249.3,3.5,32.1,72.8,23.9,4.2,59.6,3.3
Chengdu,China,2016-04-28,176.9,96.1,140.2,,52.3,40.6,19.7,17.5,,14.2
Nairobi,Kenya,2017-03-19,112.5,67.3,125.6,3.82,29.5,64.4,10.6,35.3,88.4,6.8
Lahore,Pakistan,2015-09-30,116.0,50.4,74.8,4.27,24.2,71.0,14.4,10.7,33.9,8.7
Paris,France,2018-10-15,44.5,29.0,53.2,3.89,9.1,30.2,3.5,21.0,43.7,11.8
Cairo,Egypt,2017-02-05,137.4,83.8,123.7,4.91,24.8,60.8,19.4,2.0,85.9,10.7
Cairo,Egypt,2022-09-12,119.8,71.8,137.3,4.06,30.2,29.7,8.3,19.6,63.5,14.2
Buenos Aires,Argentina,2021-06-03,36.9,15.3,20.7,3.0,5.0,71.1,4.0,33.9,52.1,9.1
São Paulo,Brazil,2021-04-15,62.0,36.2,64.7,1.63,10.2,55.7,7.5,34.2,77.2,2.4
Karachi,Pakistan,2023-08-18,183.2,,121.9,0.75,22.5,34.8,23.5,5.7,41.1,13.3
Lagos,Nigeria,2021-03-09,92.0,50.8,66.2,0.69,22.8,40.0,6.0,14.3,23.4,10.8
Nairobi,Kenya,2019-09-20,76.6,44.1,81.0,0.63,12.8,36.1,9.5,11.6,67.1,7.6
Istanbul,Turkey,2021-01-04,76.3,38.9,57.1,0.58,10.3,30.4,10.9,37.2,39.2,2.0
Istanbul,Turkey,2015-06-18,105.7,58.2,97.6,2.46,14.4,23.0,11.9,30.9,76.2,13.6
Lima,Peru,2019-09-24,83.5,53.8,78.1,1.97,10.1,49.8,7.4,-4.7,54.9,1.6
Tehran,Iran,2022-08-27,167.9,69.8,107.1,0.42,18.5,22.3,16.4,15.3,24.6,4.3
Mumbai,India,2021-02-25,196.5,96.1,168.0,3.58,33.0,67.3,18.0,18.5,30.9,3.9
Lahore,Pakistan,2017-01-08,220.2,99.1,180.8,2.91,56.1,53.5,24.3,6.2,74.0,12.7
Berlin,Germany,2024-02-24,30.3,12.4,21.5,4.95,6.6,30.3,4.2,6.9,23.4,6.7
Tehran,Iran,2024-07-15,137.1,80.0,154.8,3.61,36.8,44.7,11.2,21.7,72.2,8.7
Jakarta,Indonesia,2019-03-16,89.7,45.8,74.0,0.37,24.8,50.7,11.2,2.7,61.7,13.9
Delhi,India,2016-01-19,145.4,74.9,128.8,2.15,34.1,49.1,9.6,37.7,38.0,8.7
Mexico City,Mexico,2015-04-17,62.3,42.1,82.0,2.01,7.7,66.2,4.7,,88.6,9.1
São Paulo,Brazil,2023-10-10,85.4,39.9,58.2,4.44,18.0,68.0,11.1,24.1,34.2,10.5
Seoul,South Korea,2022-10-31,81.4,38.4,61.9,2.16,18.3,79.6,8.6,15.8,64.5,14.7
Cairo,Egypt,2023-05-08,95.9,45.0,62.3,4.82,10.9,65.9,8.0,-1.3,52.5,0.5
Mumbai,India,2017-12-21,189.1,106.4,171.9,4.2,38.5,55.7,24.9,27.4,69.4,10.7
Dhaka,Bangladesh,2018-06-24,183.6,85.8,114.3,1.5,44.8,62.5,25.8,25.4,53.0,4.3
Lagos,Nigeria,2022-08-23,83.3,43.6,81.6,4.3,14.2,40.6,11.8,12.9,73.0,6.0
Lima,Peru,2023-02-17,86.0,59.8,109.7,1.99,18.2,60.2,6.0,7.7,80.1,14.2
Sydney,Australia,2019-01-27,24.3,10.8,21.5,1.8,6.2,42.7,3.5,22.0,51.1,3.1
Buenos Aires,Argentina,2022-02-27,53.5,22.6,40.1,4.91,6.8,67.9,3.6,38.8,58.0,12.8
Bangkok,Thailand,2022-06-28,87.2,58.0,78.8,0.41,21.1,26.4,11.9,23.0,44.8,4.5
Ho Chi Minh City,Vietnam,2022-05-22,146.4,91.8,159.2,0.86,38.9,77.9,11.2,13.9,21.1,12.6
Sydney,Australia,2022-04-25,42.4,23.1,39.4,0.56,5.7,67.5,3.2,27.6,76.2,6.4
Johannesburg,South Africa,2017-01-31,89.9,37.9,68.5,2.09,21.3,44.5,10.1,32.5,86.3,0.7
Nairobi,Kenya,2020-05-31,71.2,40.5,70.7,0.57,8.1,49.8,4.0,29.9,77.9,2.2
Beijing,China,2017-01-06,191.6,133.4,175.1,2.54,49.9,67.8,20.0,3.2,61.9,6.2
Mexico City,Mexico,2024-03-08,118.3,68.1,134.8,0.53,18.2,56.5,14.9,31.3,86.3,2.9
Lima,Peru,2017-11-02,105.0,51.7,78.2,1.81,29.2,74.6,5.4,9.6,49.4,14.7
Lima,Peru,2021-10-26,104.9,61.7,82.2,1.2,19.6,77.5,6.2,30.6,34.3,7.9
Bangkok,Thailand,2023-03-22,131.0,84.4,127.7,2.01,34.5,22.3,13.3,36.4,86.4,12.2
Jakarta,Indonesia,2020-12-17,141.6,94.4,182.9,3.42,22.6,49.4,17.9,31.6,,5.2
Lahore,Pakistan,2018-06-26,163.8,92.1,161.4,2.97,45.8,29.2,21.8,18.8,84.5,6.7
Dhaka,Bangladesh,2016-07-29,154.5,81.4,111.3,0.98,31.4,52.0,15.0,-4.4,57.9,2.4
Los Angeles,USA,2021-07-02,87.8,41.6,,1.34,14.6,70.9,11.1,14.6,34.1,1.2
Tehran,Iran,2022-07-08,125.6,76.9,132.6,2.66,37.0,21.5,18.7,7.4,48.7,11.4
Cairo,Egypt,2018-05-07,100.5,68.6,97.4,4.68,25.9,30.2,8.9,-0.3,65.0,14.4
Seoul,South Korea,2022-04-23,122.0,58.2,106.5,2.45,20.5,56.1,9.7,9.8,80.5,6.2
Mexico City,Mexico,2019-06-23,100.6,56.9,84.6,2.28,25.3,29.7,10.1,6.8,50.8,5.9
Bangkok,Thailand,2015-09-26,67.5,42.5,70.1,1.08,18.5,31.2,7.3,18.7,41.5,14.3
Tokyo,Japan,2017-01-26,33.8,21.4,29.1,1.24,4.5,24.1,4.5,35.8,66.9,13.2
Nairobi,Kenya,2017-12-19,76.4,46.2,88.9,0.73,8.5,23.2,7.0,37.6,85.2,11.8
Ho Chi Minh City,Vietnam,2021-07-15,114.6,66.0,120.2,0.73,31.5,63.6,11.8,-2.2,72.1,7.0
Chengdu,China,2021-01-08,177.7,73.0,124.3,2.4,33.0,51.1,11.1,,72.9,1.7
Stockholm,Sweden,2024-04-26,28.5,16.0,22.4,4.88,7.6,58.0,2.2,36.0,43.6,5.1
London,UK,2021-07-15,5.0,2.6,4.8,4.88,0.6,67.2,0.4,1.9,34.4,13.9
Lima,Peru,2020-10-22,86.5,37.3,57.0,3.37,25.9,47.9,11.3,36.2,20.7,4.7
Ho Chi Minh City,Vietnam,2016-09-03,125.1,65.7,129.5,2.83,31.1,43.9,11.1,0.6,42.5,14.0
Beijing,China,2022-10-20,178.2,93.0,174.7,0.74,36.4,68.1,24.1,12.8,75.6,14.5
Toronto,Canada,2023-12-26,7.2,3.7,6.6,3.33,0.9,79.1,0.8,16.8,92.5,2.5
Delhi,India,2018-01-21,167.5,104.0,200.6,1.53,24.8,41.6,15.4,-0.0,37.3,13.2
Mexico City,Mexico,2017-04-09,147.9,71.0,139.2,3.94,25.5,65.9,16.2,25.8,44.1,3.5
Mexico City,Mexico,2019-02-12,108.2,56.5,73.5,4.32,25.6,46.8,15.9,37.3,27.1,9.4
Karachi,Pakistan,2020-03-19,144.5,65.3,90.8,1.52,22.5,77.9,18.5,-2.3,79.0,3.0
Tehran,Iran,2018-09-21,105.5,52.0,95.0,1.55,27.4,25.5,11.6,33.8,25.9,9.7
Istanbul,Turkey,2020-08-15,67.5,45.6,82.3,2.62,13.0,76.0,7.1,17.6,78.1,9.1
Istanbul,Turkey,2022-01-06,86.4,55.9,83.9,1.86,20.5,67.4,7.8,24.9,91.7,13.4
Lagos,Nigeria,2022-01-03,110.5,75.5,144.4,3.73,31.3,69.0,11.1,17.6,20.7,0.9
Seoul,South Korea,2018-12-21,101.0,69.5,111.7,3.15,26.4,62.2,13.8,22.4,63.7,5.9
Bangkok,Thailand,2022-06-04,94.2,39.3,55.2,0.57,19.5,44.2,5.0,-4.0,59.2,8.5
Jakarta,Indonesia,2018-06-18,95.8,52.5,74.1,0.48,13.6,47.8,11.9,7.0,71.4,13.0
Toronto,Canada,2022-01-14,51.0,28.4,45.0,0.43,9.1,42.6,5.7,34.0,70.4,5.7
Johannesburg,South Africa,2020-06-12,99.0,,88.0,3.33,19.4,71.9,13.0,18.6,91.9,14.3
London,UK,2020-03-15,69.9,32.6,44.7,3.21,17.2,38.4,7.3,24.2,54.8,8.3
Stockholm,Sweden,2017-04-11,27.5,16.6,30.0,3.37,3.4,52.4,3.5,4.0,46.1,3.5
Jakarta,Indonesia,2015-04-10,126.7,83.3,118.2,3.87,21.9,61.2,12.6,16.2,86.1,9.7
Mexico City,Mexico,2016-11-14,124.2,68.1,95.3,3.95,34.9,27.3,7.0,33.2,,10.3
Nairobi,Kenya,2021-04-14,59.0,30.9,46.6,2.95,,63.0,6.2,33.1,89.1,13.6
Nairobi,Kenya,2019-02-18,47.3,28.2,50.7,1.06,14.2,26.5,5.2,18.9,64.3,8.2
Tokyo,Japan,2016-08-04,18.6,13.0,25.8,2.76,2.6,31.0,1.0,22.5,55.9,6.5
Beijing,China,2016-07-06,215.2,148.8,270.4,2.88,54.5,79.8,29.9,-1.0,63.1,11.9
Stockholm,Sweden,2017-10-16,42.1,22.1,33.7,3.25,7.7,43.5,5.6,9.2,68.4,13.2
Jakarta,Indonesia,2017-12-16,103.8,62.7,125.4,4.1,23.5,48.1,7.5,26.1,33.3,13.4
Lima,Peru,2016-07-12,74.7,34.7,56.9,3.5,12.0,62.1,8.4,11.8,43.5,13.0
Bangkok,Thailand,2021-03-07,89.8,37.9,58.4,1.94,18.4,64.0,9.1,39.1,35.8,3.6
Beijing,China,2020-05-09,152.5,75.4,107.0,4.02,22.1,64.9,10.8,37.3,42.1,11.4
Wuhan,China,2018-07-11,210.2,123.4,199.7,4.69,50.1,24.5,27.0,7.4,74.2,1.4
London,UK,2019-08-16,86.1,48.5,87.5,2.62,22.4,76.8,10.7,28.5,36.3,5.6
Mexico City,Mexico,2020-05-27,36.0,17.6,23.7,4.68,8.0,39.5,3.1,12.8,80.9,3.6
Wuhan,China,2022-11-10,204.9,101.1,193.1,4.51,49.0,73.7,25.6,1.5,91.7,3.3
Wuhan,China,2021-08-17,113.4,72.0,108.3,2.83,19.0,73.6,7.4,2.9,28.3,11.5
Tokyo,Japan,2017-10-05,24.2,13.6,24.9,0.84,6.9,37.0,3.1,30.7,46.1,8.5
Dhaka,Bangladesh,2021-07-01,120.7,79.2,114.1,4.04,17.0,62.0,9.5,36.7,65.4,8.2
Mexico City,Mexico,2018-09-28,77.8,43.0,57.8,0.97,12.4,77.0,7.5,13.0,77.9,10.6
Mumbai,India,2022-05-04,150.5,77.8,150.3,4.81,28.1,20.1,15.0,5.2,34.1,4.6
Mexico City,Mexico,2019-10-12,118.4,53.4,102.2,1.86,27.6,71.5,17.4,4.5,29.2,11.2
Tehran,Iran,2022-05-10,170.0,96.5,169.4,4.3,26.2,53.3,14.2,9.3,21.5,9.2
Nairobi,Kenya,2020-03-29,153.6,96.5,141.9,3.67,,65.2,20.8,,20.2,4.9
Mumbai,India,2024-09-04,135.4,55.6,93.0,4.41,25.8,42.6,9.2,12.4,44.8,14.9
Tehran,Iran,2015-03-22,165.2,77.9,105.0,4.33,30.3,67.8,19.7,36.8,21.8,3.5
Sydney,Australia,2015-04-07,85.8,49.2,,4.68,24.4,22.3,7.8,18.0,46.8,1.2
Karachi,Pakistan,2024-12-26,192.3,133.2,179.9,4.14,26.7,54.6,17.1,10.7,85.3,14.6
Mexico City,Mexico,2024-06-15,134.4,56.9,75.6,,24.1,38.5,20.0,-1.2,40.2,12.9
Berlin,Germany,2018-04-16,102.9,59.2,78.9,4.63,13.1,32.8,6.8,17.4,81.3,4.4
Mumbai,India,2023-07-06,188.4,76.0,125.6,3.45,49.2,64.8,10.8,15.8,25.9,9.5
Paris,France,2021-08-26,46.4,,29.1,4.71,11.2,20.2,3.6,-4.2,,10.4
Mumbai,India,2024-03-05,208.5,,216.2,4.79,60.4,73.9,14.6,4.4,87.6,6.3
Cairo,Egypt,2023-08-13,119.4,72.4,132.7,0.42,22.2,71.4,11.8,26.1,76.7,2.3
Lima,Peru,2019-01-06,72.4,36.4,70.7,3.0,20.4,38.6,8.2,7.9,28.3,14.9
São Paulo,Brazil,2021-12-16,81.3,37.1,70.1,4.07,24.0,24.3,4.8,15.2,64.4,1.1
Paris,France,2024-03-03,78.6,33.6,65.5,1.5,21.8,75.4,7.8,13.5,40.9,12.2
Paris,France,2018-07-05,84.9,48.4,,4.92,22.9,21.2,7.8,11.2,86.2,4.3
Berlin,Germany,2023-10-13,23.0,13.8,19.5,4.48,2.8,79.0,3.2,32.8,50.5,7.9
Tokyo,Japan,2018-11-18,37.8,26.3,34.8,2.09,,42.2,3.4,23.4,,4.8
Ho Chi Minh City,Vietnam,2016-11-13,155.5,75.1,101.4,4.12,29.5,43.4,14.5,22.5,39.7,3.9
Lima,Peru,2021-09-11,57.4,23.6,41.3,4.17,14.1,48.2,6.1,-3.8,88.4,8.6
Jakarta,Indonesia,2023-06-09,148.3,67.7,107.4,3.48,23.7,50.6,11.2,-1.8,49.1,11.1
Johannesburg,South Africa,2024-01-07,143.5,89.9,159.0,2.68,42.2,73.0,15.3,20.1,40.8,13.8
Beijing,China,2023-07-21,142.7,87.2,128.8,1.19,35.9,77.6,8.7,2.4,36.4,14.5
Tokyo,Japan,2020-04-10,71.3,46.3,82.6,2.97,17.6,33.8,7.1,37.8,80.6,13.9
Tehran,Iran,2016-05-22,100.9,62.8,,0.72,15.9,20.9,11.9,31.7,76.5,2.6
Dhaka,Bangladesh,2023-10-29,186.2,91.6,123.9,1.47,30.3,47.1,19.1,27.6,87.6,7.2
Stockholm,Sweden,2020-02-11,18.9,8.2,14.7,4.57,5.2,39.6,1.4,7.3,41.6,1.7
Chengdu,China,2023-07-27,135.7,63.0,82.3,0.52,32.5,57.2,19.6,,53.3,1.5
São Paulo,Brazil,2020-02-23,48.3,30.5,54.8,3.81,11.5,62.5,5.1,25.5,59.5,3.5
Delhi,India,2018-12-21,202.9,105.8,138.6,4.48,31.2,23.1,18.8,31.7,49.8,4.3
Beijing,China,2021-07-14,131.0,69.2,110.6,3.05,14.8,43.2,17.8,24.0,52.6,5.0
Beijing,China,2024-10-10,146.9,91.7,146.8,1.46,38.6,35.9,8.3,19.7,40.9,0.6
Cairo,Egypt,2015-07-13,138.6,56.2,87.9,1.46,32.4,47.4,9.3,15.5,89.9,6.5
Sydney,Australia,2016-08-06,58.5,31.8,58.1,3.99,14.8,58.3,8.5,36.8,42.7,10.6
Karachi,Pakistan,2017-10-18,150.7,74.3,113.9,4.32,37.9,68.5,21.3,18.1,82.7,10.6
Berlin,Germany,2022-05-05,17.4,7.3,11.5,1.2,2.0,65.2,1.8,-2.4,55.1,1.1
Wuhan,China,2019-03-31,192.9,119.7,,0.96,39.9,21.2,25.6,11.5,25.2,5.2
Bangkok,Thailand,2020-04-10,86.1,55.3,86.7,4.95,16.9,49.4,10.1,,33.5,4.4
Cairo,Egypt,2016-09-26,129.4,86.5,130.6,4.0,15.6,69.0,18.4,23.2,75.2,14.8
Tehran,Iran,2023-08-18,206.8,84.5,150.3,0.36,44.2,55.8,22.4,2.5,25.8,13.7
Lahore,Pakistan,2017-06-05,207.9,110.8,182.3,3.36,26.0,69.7,27.8,19.3,34.1,7.8
Toronto,Canada,2015-07-16,55.4,25.0,40.0,2.8,9.8,29.0,4.4,23.5,74.5,9.4
London,UK,2015-08-27,5.0,2.7,5.2,1.83,1.2,67.1,0.7,13.1,39.5,7.9
Mexico City,Mexico,2024-06-12,126.5,52.5,86.7,0.67,32.6,42.4,17.9,-2.5,75.0,6.3
Stockholm,Sweden,2019-03-09,5.0,2.5,4.4,3.41,0.6,55.7,0.6,-1.6,69.4,12.2
Dhaka,Bangladesh,2023-12-09,256.1,105.6,188.9,4.05,45.9,52.6,19.6,9.0,57.6,2.7
Seoul,South Korea,2022-07-24,54.0,29.5,55.6,1.44,12.5,35.3,3.5,37.4,67.5,2.0
Lima,Peru,2017-09-23,51.5,32.7,65.4,3.89,13.0,62.0,4.8,9.2,59.4,3.1
Lima,Peru,2022-11-05,67.7,43.8,84.9,,15.3,75.6,9.9,31.7,61.0,12.6
Jakarta,Indonesia,2015-02-24,127.9,64.5,99.5,1.24,28.7,59.7,17.4,26.3,78.5,10.5
Karachi,Pakistan,2024-11-13,177.0,104.7,179.2,4.28,,25.8,13.1,31.4,74.9,2.2
Stockholm,Sweden,2023-05-20,27.6,16.2,31.7,1.12,5.8,68.7,2.8,10.8,79.3,11.7
Sydney,Australia,2015-10-05,85.9,57.2,102.0,3.51,10.4,50.4,10.1,31.3,51.0,2.3
Jakarta,Indonesia,2023-10-16,148.3,78.4,143.2,0.39,26.3,46.9,15.6,38.6,75.5,3.7
Buenos Aires,Argentina,2020-07-12,97.5,44.0,61.6,0.78,20.4,27.4,5.3,10.0,79.9,2.8
São Paulo,Brazil,2023-08-11,64.0,33.9,64.9,2.54,12.9,35.3,7.5,-3.8,92.3,7.7
Stockholm,Sweden,2024-12-12,50.0,23.6,34.2,1.57,6.3,51.9,6.9,36.5,,9.2
Lahore,Pakistan,2021-09-25,254.8,125.6,241.2,2.59,39.7,77.9,30.7,15.9,25.1,2.5
Lagos,Nigeria,2019-12-23,109.6,69.9,109.7,2.61,30.4,32.5,16.4,15.5,39.4,13.4
Seoul,South Korea,2021-05-11,32.6,19.3,25.9,4.75,7.4,43.9,3.0,2.4,47.0,13.6
Dhaka,Bangladesh,2018-03-01,176.0,114.4,208.9,4.05,48.2,48.6,22.5,-1.9,53.3,0.9
Seoul,South Korea,2022-10-18,5.0,2.4,4.8,0.7,0.7,47.0,0.4,26.8,47.8,11.8
London,UK,2019-09-05,72.8,42.2,75.8,0.84,11.2,79.8,6.8,11.1,85.5,1.0
Lagos,Nigeria,2020-07-23,94.8,43.9,68.4,1.24,10.2,45.0,12.2,37.8,66.8,6.1
Jakarta,Indonesia,2018-06-23,50.9,23.1,42.9,2.65,14.9,68.1,4.7,28.3,54.0,1.7
Lahore,Pakistan,2019-12-03,172.7,114.0,216.4,3.0,30.4,20.6,14.0,39.5,74.5,10.9
Johannesburg,South Africa,2023-11-17,128.5,68.9,111.0,4.39,23.0,70.4,17.2,29.7,22.8,2.6
Lima,Peru,2020-09-11,128.9,84.3,161.2,0.5,21.3,71.0,9.7,38.9,,14.1
Mumbai,India,2020-08-03,146.9,97.7,,3.45,28.5,76.5,9.7,14.3,29.3,8.9
Mumbai,India,2023-05-21,137.6,57.5,109.0,2.06,27.3,44.5,13.6,-4.3,81.2,5.3
Los Angeles,USA,2023-06-07,56.2,37.8,59.7,1.23,6.7,71.5,4.2,38.9,38.6,7.5
Seoul,South Korea,2024-04-08,62.8,,44.0,3.46,15.6,51.4,8.2,28.8,34.5,6.3
Seoul,South Korea,2015-05-10,97.2,54.4,93.6,3.74,15.1,44.1,10.8,-0.7,82.5,5.5
Karachi,Pakistan,2023-12-28,148.8,104.0,169.8,1.31,21.3,23.6,18.9,8.2,33.0,10.8
Karachi,Pakistan,2018-08-29,153.7,91.5,152.5,3.65,16.3,68.6,22.9,-2.9,57.2,11.2
Buenos Aires,Argentina,2021-07-13,34.8,20.1,39.1,2.84,5.1,64.3,3.0,7.8,38.6,1.7
Beijing,China,2019-09-07,177.3,116.7,154.2,1.46,28.9,49.4,21.6,25.6,94.0,13.9
Sydney,Australia,2022-12-27,37.4,24.6,46.5,3.0,6.3,32.5,2.7,10.2,57.8,9.0
Nairobi,Kenya,2018-01-19,99.8,60.3,105.7,3.0,14.0,43.9,9.8,21.2,34.9,11.1
São Paulo,Brazil,2021-08-28,56.0,33.5,55.6,3.08,10.2,46.7,7.7,16.4,79.5,6.2
Tokyo,Japan,2016-03-13,64.9,44.8,,1.93,10.1,30.9,8.9,0.3,68.2,5.3
Jakarta,Indonesia,2024-01-16,116.8,53.2,101.6,4.34,18.0,22.0,16.0,-2.4,26.4,12.4
Nairobi,Kenya,2018-08-10,77.7,40.8,58.3,,16.4,68.4,4.7,38.8,80.7,4.7
Cairo,Egypt,2018-09-23,108.6,57.1,74.3,0.49,13.0,68.6,11.4,3.6,,9.8
Ho Chi Minh City,Vietnam,2023-02-08,162.1,79.7,124.1,0.54,42.8,56.4,22.5,3.5,92.0,10.7
